"cancelled","financial_status","fulfillment_status","order_id","order_name","purchase_option","sale_kind","sale_line_type","cost_tracked","customer_id","customer_type","orders","total_sales","average_order_value","discounts","gross_sales","net_sales","returns","shipping","taxes","total_tips","total_cost","gross_profit","gross_margin","units_per_transaction","customers","pending_sales","ordered_item_quantity","net_quantity","average_units_ordered"
"No","paid","fulfilled","2549406171233","#17101","One-time","order","shipping","No","3468339806305","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3938135965875","#25360","One-time","order","shipping","No","3015670956129","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3117415301299","#21137","One-time","order","shipping","No","4521927573683","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3181283705011","#22191","One-time","order","shipping","No","4598634184883","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2381825998945","#15307","One-time","order","shipping","No","3279321596001","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2036978384993","#12995","One-time","order","shipping","No","2886136496225","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3947939299507","#25427","One-time","order","shipping","No","5416607940787","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3943532101811","#25398","One-time","order","shipping","No","5422605467827","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2211438428257","#13617","One-time","order","shipping","No","350607817","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3940870979763","#25376","One-time","order","shipping","No","3397717590113","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3227323072691","#22959","One-time","order","shipping","No","4659135381683","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3641321717939","#23029","One-time","order","shipping","No","5025878147251","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3158730834099","#21920","One-time","order","shipping","No","4568862130355","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3197057171635","#22486","One-time","order","shipping","No","4620618596531","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2517956886625","#16855","One-time","order","shipping","No","3434082271329","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2320789962849","#14659","One-time","order","shipping","No","2914388738145","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2465928052833","#16071","One-time","order","shipping","No","3372624904289","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3101890969779","#19815","One-time","order","shipping","No","4487981924531","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3112916517043","#20379","One-time","order","shipping","No","4516300488883","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3132216180915","#21542","One-time","order","shipping","No","4538307313843","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3028520927411","#18778","One-time","order","shipping","No","4403789791411","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3111175291059","#20151","One-time","order","shipping","No","4481749090483","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3078662258867","#19363","One-time","order","shipping","No","4463383380147","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2662402981985","#17988","One-time","order","shipping","No","3577163939937","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2113719894113","#13238","One-time","order","shipping","No","2972124938337","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3073250197683","#19255","One-time","order","shipping","No","4456696283315","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3154472698035","#21852","One-time","order","shipping","No","4563900432563","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2625255932001","#17793","One-time","order","shipping","No","3539262505057","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3953605607603","#25479","One-time","order","shipping","No","5433463177395","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3113920725171","#20862","One-time","order","shipping","No","4516665688243","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2234480328801","#13763","One-time","order","shipping","No","3104201015393","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3184642097331","#22227","One-time","order","shipping","No","4602002768051","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2366437097569","#15105","One-time","order","shipping","No","3259948564577","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2591378276449","#17498","One-time","order","shipping","No","3509075509345","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2482986188897","#16312","One-time","order","shipping","No","3390186291297","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3089547624627","#19550","One-time","order","shipping","No","4474650755251","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3102559404211","#19846","One-time","order","shipping","No","2545582977","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3948764954803","#25435","One-time","order","shipping","No","5427995934899","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2350475444321","#14977","One-time","order","shipping","No","3241349480545","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3115111940275","#20977","One-time","order","shipping","No","4519427670195","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2614157705313","#17699","One-time","order","shipping","No","3529058680929","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2080870531169","#13140","One-time","order","shipping","No","2933691154529","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2772619755617","#18568","One-time","order","shipping","No","3686514360417","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2473051488353","#16195","One-time","order","shipping","No","3382438527073","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2518213984353","#16862","One-time","order","shipping","No","3437176946785","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3113014067379","#20535","One-time","order","shipping","No","4516477534387","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2381534003297","#15300","One-time","order","shipping","No","3278994145377","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3115007934643","#20964","One-time","order","shipping","No","4518390530227","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2311031849057","#14521","One-time","order","shipping","No","2685070737505","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3132607824051","#21554","One-time","order","shipping","No","4538645250227","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3123636895923","#21385","One-time","order","shipping","No","4512461619379","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3136765067443","#21616","One-time","order","shipping","No","4542766088371","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2490563592289","#16413","One-time","order","shipping","No","3402041131105","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3103618105523","#19876","One-time","order","shipping","No","4489861922995","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3219905839283","#22850","One-time","order","shipping","No","4648343109811","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2472341504097","#16185","One-time","order","shipping","No","3380218134625","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3018999660723","#18730","One-time","order","shipping","No","4396273205427","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3109490262195","#20099","One-time","order","shipping","No","4510185095347","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3204420993203","#22636","One-time","order","shipping","No","4629393866931","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3072096338099","#19223","One-time","order","shipping","No","4454885982387","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2624669286497","#17790","One-time","order","shipping","No","3538647416929","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2415347925089","#15525","One-time","order","shipping","No","3317417246817","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3084938870963","#19447","One-time","order","shipping","No","4469789393075","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3142822559923","#21706","One-time","order","shipping","No","4548133486771","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2131292487777","#13289","One-time","order","shipping","No","385083293","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2514309218401","#16749","One-time","order","shipping","No","450787737630","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2423529373793","#15579","One-time","order","shipping","No","3327117295713","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2351207907425","#14988","One-time","order","shipping","No","3242274586721","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3667239567539","#23251","One-time","order","shipping","No","5053822927027","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2354536349793","#15018","One-time","order","shipping","No","3248805314657","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3940974395571","#25379","One-time","order","shipping","No","5419176722611","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2127656157281","#13273","One-time","order","shipping","No","2982014386273","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3207870447795","#22682","One-time","order","shipping","No","4633922011315","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3948125913267","#25430","One-time","order","shipping","No","5427240534195","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2430202740833","#15632","One-time","order","shipping","No","3329457422433","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2671279308897","#18047","One-time","order","shipping","No","3585491894369","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3960255611059","#25531","One-time","order","shipping","No","5441235812531","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2630302236769","#17820","One-time","order","shipping","No","3544048304225","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2506668998753","#16542","One-time","order","shipping","No","3425043578977","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3118954348723","#21214","One-time","order","shipping","No","4523488182451","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2755156443233","#18460","One-time","order","shipping","No","3671157112929","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3226693271731","#22953","One-time","order","shipping","No","4658804031667","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3190622781619","#22329","One-time","order","shipping","No","4613505581235","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3111624605875","#20164","One-time","order","shipping","No","4490703012019","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3665587536051","#23242","One-time","order","shipping","No","5052127117491","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3146242916531","#21755","One-time","order","shipping","No","4553375875251","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2262706749537","#14011","One-time","order","shipping","No","3137969258593","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2310908870753","#14510","One-time","order","shipping","No","4371681473","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2526487281761","#16960","One-time","order","shipping","No","3447788568673","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3059011420339","#18952","One-time","order","shipping","No","4440136024243","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2696947531873","#18181","One-time","order","shipping","No","3606718709857","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2179883663457","#13450","One-time","order","shipping","No","3035630534753","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3166700765363","#22001","One-time","order","shipping","No","4580365336755","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3672347345075","#23310","One-time","order","shipping","No","5059515613363","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3988052869299","#25710","One-time","order","shipping","No","5501374103731","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2484998307937","#16338","One-time","order","shipping","No","3395405250657","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2352780476513","#15001","One-time","order","shipping","No","3240775975009","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3064393760947","#19064","One-time","order","shipping","No","4446022992051","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2584098799713","#17336","One-time","order","shipping","No","3502087045217","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3113171615923","#20628","One-time","order","shipping","No","4516361830579","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3087659958451","#19512","One-time","order","shipping","No","4472523292851","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2313898950753","#14568","One-time","order","shipping","No","350609377","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3169053278387","#22028","One-time","order","shipping","No","4583474167987","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2540322455649","#17041","One-time","order","shipping","No","3458289696865","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2617941721185","#17748","One-time","order","shipping","No","3532434473057","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2043985920097","#13010","One-time","order","shipping","No","2892448923745","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3074914156723","#19275","One-time","order","shipping","No","700886974561","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3113134882995","#20616","One-time","order","shipping","No","4516342300851","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3654068928691","#23151","One-time","order","shipping","No","5039865725107","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3977373712563","#25642","One-time","order","shipping","No","5490342690995","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3956545093811","#25507","One-time","order","shipping","No","5436590555315","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3140359225523","#21669","One-time","order","shipping","No","4546631827635","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3055357919411","#18896","One-time","order","shipping","No","4435413008563","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3960414372019","#25536","One-time","order","shipping","No","5441411678387","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2606079344737","#17635","One-time","order","shipping","No","3521729036385","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2515289243745","#16789","One-time","order","shipping","No","3172960239713","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3163881111731","#21978","One-time","order","shipping","No","4576187023539","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2311020511329","#14519","One-time","order","shipping","No","3159105011809","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2441125855329","#15735","One-time","order","shipping","No","3343677194337","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2381618741345","#15302","One-time","order","shipping","No","3279089008737","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2452373733473","#15871","One-time","order","shipping","No","3356534964321","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2595243753569","#17546","One-time","order","shipping","No","3512147640417","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2768231497825","#18538","One-time","order","shipping","No","3682251440225","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2311646281825","#14541","One-time","order","shipping","No","3198317133921","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3162055344307","#21956","One-time","order","shipping","No","4574003364019","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3889476763827","#24950","One-time","order","shipping","No","4519742963891","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2564761714785","#17196","One-time","order","shipping","No","3482011893857","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3065030541491","#19085","One-time","order","shipping","No","4446710399155","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3168887079091","#22023","One-time","order","shipping","No","4581722718387","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2526588076129","#16962","One-time","order","shipping","No","3447815897185","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3135890849971","#21603","One-time","order","shipping","No","4541819093171","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2619064582241","#17755","One-time","order","shipping","No","3533911982177","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3693366050995","#23495","One-time","order","shipping","No","4556060229811","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2754328133729","#18453","One-time","order","shipping","No","3669578874977","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3098998603955","#19754","One-time","order","shipping","No","4486186500275","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3065863143603","#19101","One-time","order","shipping","No","4447643271347","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3674584711347","#23330","One-time","order","shipping","No","5064295907507","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3072756220083","#19238","One-time","order","shipping","No","4455666221235","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3112410742963","#20192","One-time","order","shipping","No","4435995754675","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2529185857633","#16981","One-time","order","shipping","No","3450350633057","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2228870348897","#13720","One-time","order","shipping","No","3002948386913","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2767826845793","#18534","One-time","order","shipping","No","3681861894241","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3019001430195","#18731","One-time","order","shipping","No","4396277268659","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2614283698273","#17701","One-time","order","shipping","No","3432164491361","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3134000660659","#21578","One-time","order","shipping","No","4539916714163","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2110719983713","#13236","One-time","order","shipping","No","2960175464545","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2739854114913","#18376","One-time","order","shipping","No","3655525433441","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3667202244787","#23250","One-time","order","shipping","No","5053780951219","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2311351861345","#14532","One-time","order","shipping","No","2417307201","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2572106367073","#17259","One-time","order","shipping","No","3490101624929","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3145291792563","#21740","One-time","order","shipping","No","4552281194675","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3102269866163","#19828","One-time","order","shipping","No","4490073309363","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","3680844939443","#23380","One-time","order","shipping","No","5070190051507","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2629496897633","#17814","One-time","order","shipping","No","3543039869025","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2551971807329","#17121","One-time","order","shipping","No","3471534620769","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2548153221217","#17084","One-time","order","shipping","No","3466320019553","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2229440905313","#13729","One-time","order","shipping","No","3374303617","Returning","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2465638088801","#16063","One-time","order","shipping","No","3372377309281","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
"No","paid","fulfilled","2450328092769","#15840","One-time","order","shipping","No","3354178715745","First-time","0","4.95","0","0","0","0","0","4.95","0","0","0","0","0","0","0","0","0","0","0"
